SPS1_1,SPS2_2,SPS2_3,SPS2_4,SPS2_5,SADBNK1,SADBNK2,SADBNK3,SADBNK4,SADBNK5,SADBNK6,SADBNK7,SADBNK8,SADBNK9,SADBNK10,SADBNK11,SADBNK12,SADBNK13,SADBNK14,SADBNK15,SADBNK16,SADBNK17,SADBNK18,SADBNK19,SADBNK20,SADBNK21,SADBNK22,SADBNK23,SADBNK24,SADBNK25,SADBNK26,SOPHStot,SOCtot
1,2,1,2,1,3,3,4,4,4,2,4,3,3,4,3,4,3,4,4,4,3,4,3,4,2,4,3,4,3,2,7,88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,2,1,0,1,1,2,0,0,5,17
0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,9
0,0,0,0,0,1,1,0,1,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,14
2,1,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,1,2,2,1,2,0,2,2,3,2,2,7,52
4,3,3,3,3,3,4,2,2,2,3,2,4,3,4,2,3,3,4,4,4,4,3,4,3,3,3,4,4,3,3,16,83
2,2,2,2,3,3,3,4,3,3,4,4,2,3,4,2,3,3,4,4,3,2,3,3,3,1,4,3,3,4,3,11,81
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4
2,0,2,2,3,0,0,1,2,1,2,3,2,1,0,2,3,0,1,3,2,2,2,0,2,0,2,2,2,3,0,9,38
0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,13
1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,3,0,0,0,1,1,14
1,0,1,1,1,1,1,0,2,1,0,2,0,2,1,0,2,0,2,3,1,1,0,1,2,2,2,3,1,0,3,4,33
1,1,0,1,1,3,2,2,3,1,2,0,2,0,3,4,4,1,4,4,0,4,1,4,4,0,3,3,4,0,2,4,60
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,3,2,0,13
1,0,1,1,1,0,0,1,2,2,0,2,2,2,1,1,1,1,0,1,0,2,1,2,1,2,2,2,3,0,2,4,33
2,1,1,1,1,2,0,2,2,3,2,2,2,2,2,2,1,1,3,2,0,0,3,3,4,2,3,3,3,0,3,6,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
2,1,2,2,2,2,2,3,1,1,1,1,2,1,2,1,2,0,1,2,2,2,1,1,2,1,3,3,1,1,0,9,39
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,2,1,1,0,2,2,2,0,1,2,17
2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,3,2,2,2,3,3,2,2,3,2,3,8,58
1,0,1,1,1,1,1,2,1,1,2,1,1,0,2,0,1,0,3,1,1,0,2,2,0,1,2,0,0,0,0,4,25
1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,4,8
2,0,1,1,1,2,0,4,3,2,0,4,3,4,0,0,0,2,0,3,0,4,4,2,0,3,0,3,4,0,4,5,51
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
2,1,1,1,1,2,0,1,1,1,0,2,0,2,0,3,2,0,1,2,0,1,2,1,1,3,1,2,0,0,1,6,29
3,2,2,3,3,4,4,4,4,2,4,3,4,4,4,3,4,2,4,4,4,4,3,4,4,3,2,4,3,4,3,13,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,1,2,1,1,1,1,1,0,2,1,0,0,1,1,1,1,1,2,0,0,0,0,1,1,1,2,0,7,22
1,0,3,2,2,2,2,3,2,1,2,3,4,1,3,3,4,0,2,2,2,3,4,1,4,2,4,4,3,3,2,8,66
1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,32
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0,0,0,9
2,1,1,1,1,2,0,2,2,3,2,2,2,2,2,0,2,2,2,2,1,3,2,1,0,3,3,3,2,1,1,6,47
2,2,3,2,2,3,3,4,4,4,3,4,3,3,4,4,3,4,4,4,3,4,4,3,3,3,4,3,4,4,4,11,93
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,8
2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,2,1,2,1,2,1,0,1,2,2,0,1,6,30
2,0,1,1,1,0,0,2,2,0,0,1,1,0,1,1,1,0,3,0,1,0,0,2,0,0,0,1,0,2,1,5,19
2,1,2,1,0,3,1,2,2,3,0,3,2,2,3,2,2,1,3,4,4,4,4,3,4,2,4,3,2,2,2,6,67
1,0,1,2,1,1,0,2,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,3,2,3,5,23
1,1,1,1,1,2,1,2,1,1,2,2,2,0,1,1,2,2,1,2,2,2,2,2,2,0,2,3,0,1,0,5,38
1,0,0,1,0,1,1,0,1,1,0,4,3,1,3,0,1,0,0,2,0,1,1,1,2,0,1,3,4,0,2,2,33
1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,0,3,1,16
1,0,1,1,2,3,1,2,2,3,1,2,2,2,1,1,3,2,2,3,1,3,3,2,3,2,3,3,4,4,2,5,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,2,0,0,2,2,2,0,2,2,1,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4
1,1,2,2,2,1,2,2,1,1,1,1,0,1,1,2,2,1,1,1,1,2,2,1,0,2,4,4,3,0,2,8,39
4,3,4,3,4,4,4,3,4,4,3,3,4,4,3,2,3,4,4,3,4,3,4,2,3,2,4,4,3,4,4,18,89
2,1,0,2,0,2,1,2,2,3,0,1,1,0,2,2,2,1,2,2,2,1,2,2,2,1,2,2,3,1,1,5,42
3,2,2,2,2,2,0,3,3,3,0,3,3,0,3,0,3,1,2,1,3,3,4,0,4,2,4,2,2,2,2,11,55
3,2,2,2,2,2,3,4,2,3,2,4,3,3,4,4,4,2,3,4,4,3,4,4,2,4,4,4,2,3,3,11,84
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
3,2,3,2,1,2,0,3,3,2,0,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,11,67
1,0,1,1,1,2,1,1,1,2,1,1,1,1,0,1,1,1,1,2,1,2,1,2,2,0,2,2,1,1,1,4,32
1,0,0,0,0,1,1,1,1,2,1,1,0,1,0,0,0,1,1,1,0,4,1,1,3,1,3,1,1,1,1,1,29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,104
3,1,1,1,2,3,1,2,2,2,0,2,2,1,2,1,2,1,2,2,2,2,2,2,1,0,3,2,3,2,2,8,46
2,2,1,2,2,2,2,2,2,2,0,2,1,2,2,2,3,2,2,3,0,3,1,2,2,0,3,3,2,1,3,9,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,52
3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,4,3,4,4,15,76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
3,2,4,3,1,4,4,4,4,2,4,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,13,92
1,0,0,0,0,2,2,1,2,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,3,0,1,2,1,22
2,1,1,2,2,2,1,2,2,2,0,2,3,2,0,1,3,1,0,2,0,4,0,1,2,0,2,4,1,2,3,8,42
3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,2,3,2,3,3,2,3,3,4,2,3,3,4,3,15,76
3,2,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,16,97
2,1,3,2,4,1,3,4,3,1,2,2,1,2,2,1,3,3,4,1,3,4,4,2,3,3,4,1,4,1,2,12,64
2,1,1,1,2,1,0,2,1,3,0,0,2,2,0,1,2,0,0,1,2,2,0,0,1,0,2,2,4,0,1,7,29
3,2,2,2,4,3,3,3,3,2,2,2,3,3,2,2,2,2,3,3,2,3,2,1,1,2,3,4,2,3,3,13,64
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5
2,1,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,1,2,4,3,3,3,11,76
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,104
2,1,1,0,3,2,0,0,1,1,1,1,2,0,1,1,2,0,2,4,1,0,0,0,0,0,3,3,1,0,0,7,26
1,0,1,1,0,0,0,2,1,2,0,2,0,0,0,0,2,1,2,0,1,2,0,0,0,0,2,2,0,2,0,3,21
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,20,102
2,2,2,2,3,3,0,2,1,3,3,3,2,3,3,0,2,2,3,3,2,2,0,3,3,1,3,2,2,1,1,11,53
1,0,1,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,2,0,0,0,2,4,18
3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,15,101
2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,3,0,1,3,3,1,2,2,3,3,1,1,4,2,2,4,6,51
1,0,1,1,1,2,0,2,2,1,0,3,0,2,1,1,1,2,2,2,1,3,1,1,0,3,3,2,3,0,2,4,40
1,0,0,1,0,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,3,3,2,2,2,2,2,2,48
0,0,0,0,0,0,0,0,3,3,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,3,0,18
2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,12,78
1,0,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,0,1,2,1,2,3,1,4,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,2,0,0,0,0,2,2,1,0,0,0,1,0,1,3,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
1,1,1,1,1,2,0,1,2,0,0,1,0,2,0,0,1,1,1,2,1,0,1,1,0,1,2,1,0,2,3,5,25
3,3,3,2,2,4,4,4,4,3,2,4,4,2,4,4,4,3,4,3,2,4,3,4,3,3,4,3,4,2,4,13,89
4,3,2,2,3,3,1,4,2,2,1,4,3,3,4,1,3,2,3,3,1,4,4,4,4,4,4,4,4,1,4,14,77
1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,2,1,2,2,16
1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,2,0,1,1,0,1,1,0,2,0,2,1,2,0,2,2,20
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,2,0,0,2,0,13
1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,1,17
1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,2,0,2,1,0,0,0,1,0,0,2,3,0,1,0,1,17
2,2,1,1,2,3,1,3,1,1,1,1,3,2,2,0,3,2,1,3,3,2,0,2,1,1,3,1,1,2,1,8,44
1,0,1,0,1,2,0,2,1,2,0,0,2,2,2,1,0,1,1,1,2,1,0,0,0,0,1,1,0,2,1,3,25
2,1,1,2,3,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,2,3,2,4,1,3,4,4,3,1,2,9,85
1,0,1,1,1,2,1,1,1,1,1,0,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,4,34
2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,18,101
1,1,0,0,1,1,3,2,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,0,0,4,1,3,0,2,3,24
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,2,1,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,4
3,2,2,3,3,3,2,3,2,2,2,3,3,2,3,4,4,1,3,2,3,4,3,2,3,3,4,4,4,1,4,13,74
1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,2,1,0,1,3,0,0,2,3,18
4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3
1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,1,11
1,0,0,0,0,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,0,2,2,1,2,3,1,2,3,1,1,38
1,0,0,1,0,2,2,3,2,2,0,1,2,1,2,2,2,1,2,1,1,1,1,2,1,3,2,2,3,1,3,2,45
3,2,3,2,3,4,3,2,4,4,2,3,3,3,2,3,4,3,2,4,3,4,3,3,4,0,4,4,3,1,4,13,79
2,1,0,2,1,1,1,2,1,2,1,1,2,1,1,1,3,1,1,2,2,3,1,1,0,0,2,3,3,3,3,6,42
1,1,1,0,1,1,0,1,0,0,1,0,1,2,2,0,0,0,1,0,1,0,1,0,0,0,2,1,2,0,0,4,16
1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,6
1,1,1,1,0,3,1,3,2,3,1,2,3,2,2,1,3,3,2,3,3,2,2,3,3,2,2,3,3,3,4,4,64
2,3,2,2,3,3,3,3,3,4,2,4,4,4,4,3,3,3,4,3,4,4,3,4,2,3,3,4,3,3,3,12,86
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,3,0,0,1,1,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,2,2,1,1,1,0,21
0,0,0,0,0,1,0,1,0,2,0,2,1,0,0,1,0,2,0,1,1,0,1,0,1,0,3,2,2,0,2,0,23
3,2,1,2,2,2,1,3,4,3,2,4,2,1,4,3,4,1,4,4,3,4,3,3,2,3,4,3,3,2,4,10,76
1,0,0,0,0,2,0,1,1,1,0,0,2,0,1,3,0,2,0,2,0,2,0,1,0,0,2,3,0,0,0,1,23
2,2,2,2,1,2,3,3,2,3,3,2,2,2,0,2,3,2,1,3,2,2,2,2,0,4,4,3,4,1,4,9,61
2,1,2,2,1,2,1,3,2,3,0,3,0,3,4,0,2,2,2,2,0,3,1,3,3,2,2,4,2,1,4,8,54
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,7
0,0,0,0,0,1,1,2,0,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,0,0,1,1,2,0,0,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,3,0,2,0,1,3,0,0,2,1,0,2,1,2,2,1,2,0,0,3,4,1,1,0,3,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,2,0,0,2,2,1,0,1,1,19
1,1,0,2,0,2,2,3,2,3,2,2,3,3,3,1,3,2,3,2,3,3,3,3,2,1,3,1,2,2,1,4,60
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,20,100
2,2,1,2,2,4,4,2,4,3,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,0,3,4,4,4,2,9,89
0,0,0,0,0,2,0,1,1,1,0,2,1,0,2,1,2,0,1,4,2,2,1,1,1,1,2,4,1,0,2,0,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,0,1,11
2,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,3,13
1,2,4,2,3,2,1,3,4,3,2,2,3,4,1,2,1,2,3,3,1,2,2,1,2,1,3,1,2,3,3,12,57
3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3,15,81
2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,8,58
1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3,2,0,1,1,1,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
4,2,3,3,4,3,2,3,2,2,4,4,4,2,2,2,3,3,4,4,2,3,3,3,3,2,4,3,3,2,2,16,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,4,2,3,3,2,2,3,1,3,2,1,2,4,3,2,3,3,4,4,2,3,2,3,2,4,4,1,11,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,4
3,1,1,2,2,2,2,1,1,2,1,3,3,1,3,1,1,1,2,2,2,3,2,1,0,2,2,2,3,2,2,9,47
1,0,0,0,0,0,0,2,3,2,0,2,0,2,0,0,0,0,1,2,1,2,0,0,2,0,3,2,0,3,0,1,27
2,1,1,1,0,2,0,2,2,2,1,2,2,0,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,5,46
2,0,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,3,2,2,2,2,6,47
2,2,2,2,3,3,2,3,2,2,2,1,2,2,3,2,3,2,1,1,2,3,2,3,1,2,4,2,2,2,1,11,55
2,2,2,2,1,3,0,3,3,1,0,3,3,1,3,2,2,2,3,3,3,0,1,1,0,0,4,2,0,1,2,9,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,0,1,0,0,2,2,3,0,1,0,0,0,0,3,0,0,2,2,3,2,1,2,1,3,4,4,1,0,3,36
2,2,2,1,1,2,0,1,0,1,0,2,2,2,1,2,1,1,4,1,2,3,0,1,1,0,4,3,3,0,0,8,37
1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,3,0,0,1,1,3,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,2,1,0,1,1,2,2,3,1,2,0,24
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,4
0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,1,1,0,17
1,0,0,1,0,2,1,2,2,2,0,2,0,2,1,1,0,1,1,2,0,3,1,1,0,2,2,1,4,0,2,2,35
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,4
3,2,3,2,3,3,2,3,4,3,3,4,4,2,2,2,2,3,3,4,3,4,3,3,3,3,4,4,4,4,3,13,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,9
2,2,3,3,4,1,3,3,3,2,2,2,3,2,3,1,3,2,1,1,2,1,2,1,2,3,3,1,2,2,3,14,54
1,2,1,1,2,2,2,3,1,2,2,2,2,3,3,3,1,4,3,1,1,2,1,2,2,1,3,1,1,1,2,7,51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,4,3,3,4,3,3,3,3,3,3,2,3,14,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
1,1,0,1,0,2,1,2,1,1,1,3,1,2,3,0,0,1,2,2,1,3,2,0,0,1,1,1,0,1,3,3,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,2,2,3,2,3,2,3,3,4,2,3,1,2,2,3,4,4,3,4,3,3,3,0,4,4,2,3,2,8,72
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,0,0,1,4,21
2,1,1,1,4,2,4,3,2,1,1,0,4,3,0,0,0,2,2,2,1,3,0,0,0,0,4,0,0,1,4,9,39
3,3,2,3,3,3,3,4,3,2,2,4,3,2,4,2,3,2,3,4,2,4,3,3,3,2,3,2,3,2,4,14,75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0,1,3,1,1,0,2,0,2,2,0,1,2,1,2,0,3,3,2,0,1,1,29
1,1,1,1,0,1,1,2,2,3,0,2,2,0,2,0,1,0,2,2,3,1,0,1,0,0,3,2,1,1,0,4,32
2,2,2,2,2,2,2,3,3,3,2,2,2,2,4,3,3,2,3,3,2,2,3,3,2,2,4,3,3,3,3,10,69
2,1,2,2,2,2,1,2,1,2,3,2,1,2,2,2,1,3,2,2,3,2,1,3,2,2,3,2,1,2,2,9,51
4,3,2,3,2,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,3,3,3,14,95
1,0,0,0,0,2,1,1,2,2,2,1,1,1,1,0,1,2,2,2,1,3,0,0,1,1,2,0,0,1,1,1,31
0,0,0,0,0,2,1,1,1,1,1,1,0,1,1,1,0,1,2,1,0,1,0,2,0,2,2,1,0,0,2,0,25
1,1,0,1,0,2,0,0,2,1,1,0,1,1,1,0,1,1,2,1,1,0,1,1,0,0,3,2,2,1,0,3,25
1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,2,2,0,0,0,0,1,14
1,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,2,0,2,2,2,0,4,0,0,0,2,0,2,0,3,1,27
1,0,0,0,0,2,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,2,0,2,0,0,1,15
3,2,4,4,3,3,2,3,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,3,3,4,4,4,3,2,4,16,91
2,4,3,3,3,4,3,2,4,4,1,4,3,1,2,4,4,4,2,4,4,4,4,4,4,3,4,4,4,2,4,15,87
1,0,0,0,0,2,1,2,2,3,0,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,3,0,1,3,0,1,34
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
3,3,2,2,2,3,2,2,2,3,1,3,2,3,2,3,2,2,3,4,1,3,2,3,3,3,4,3,2,1,3,12,65
2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,4,2,3,2,1,7,54
2,2,2,2,4,2,4,4,3,4,2,2,4,2,4,4,2,2,2,4,2,4,2,4,2,0,4,3,2,0,4,12,72
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
2,1,1,1,1,1,0,2,1,1,0,1,2,1,1,0,1,0,1,3,1,1,0,0,0,0,2,2,0,2,2,6,25
